label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125
four,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7250043,0.82219493,3.2354941e-07,0.69077724,0.80895084,-0.009621249,0.66271675,0.7746435,-0.013320022,0.66115475,0.7213553,-0.016856557,0.6759973,0.6830638,-0.020326475,0.6495947,0.7072445,-0.0008381029,0.6281605,0.6615717,-0.0055005946,0.6147708,0.6310709,-0.011706582,0.60383517,0.6029415,-0.01748368,0.66470724,0.68427926,-0.0031218757,0.64514565,0.6323233,-0.006965123,0.63221383,0.59643734,-0.014107896,0.62206984,0.5652185,-0.01971804,0.68359756,0.6758782,-0.0072747334,0.6732025,0.6164785,-0.014540888,0.6661398,0.57555836,-0.023467962,0.65953916,0.5389456,-0.029830845,0.70525175,0.6811022,-0.0123320585,0.7043942,0.6335731,-0.02136839,0.70423704,0.6007987,-0.026453821,0.7031073,0.5695362,-0.029598087
four,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72422373,0.83709484,2.539587e-07,0.69530165,0.8130521,-0.010754138,0.6751771,0.76903224,-0.016908923,0.6854727,0.720484,-0.022900743,0.70810175,0.6995634,-0.029758912,0.6734574,0.6979793,-0.010704772,0.66447496,0.6364453,-0.019498464,0.66138643,0.60070705,-0.02731127,0.65949667,0.5689587,-0.034078583,0.692911,0.68648833,-0.014044601,0.6856489,0.61866885,-0.021677315,0.6834918,0.5773105,-0.030745503,0.68187064,0.53935295,-0.03841041,0.712322,0.6919624,-0.018940907,0.7150152,0.6307742,-0.028944945,0.7185659,0.58947915,-0.03922984,0.72190845,0.553742,-0.046644628,0.7306492,0.7102906,-0.024865948,0.73590785,0.66688186,-0.03427473,0.73919815,0.6379206,-0.040120617,0.7419855,0.6107264,-0.04491031
four,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.721311,0.8479194,2.4747456e-07,0.69382,0.82810605,-0.012712009,0.6746197,0.7818136,-0.018638486,0.6865587,0.7342369,-0.023429422,0.70774955,0.7110364,-0.028653782,0.6758521,0.7088418,-0.013788905,0.6692089,0.6477941,-0.021399219,0.66784596,0.6118745,-0.02735471,0.6680172,0.5799158,-0.032862686,0.69720626,0.69978845,-0.01522226,0.69824016,0.6309076,-0.023131542,0.70233756,0.59232455,-0.03133459,0.70589066,0.5560718,-0.03827187,0.7159084,0.7075655,-0.018161805,0.7285094,0.6512903,-0.029539097,0.7393472,0.61489093,-0.04031426,0.7487665,0.58391756,-0.047778662,0.7322712,0.7263918,-0.02193026,0.74138194,0.68202597,-0.032406952,0.7485565,0.6546756,-0.039325144,0.7547267,0.6291336,-0.04483084
four,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7221087,0.8465049,2.9701366e-07,0.6953573,0.8221516,-0.011786173,0.67787206,0.7783455,-0.017132437,0.6890142,0.7309053,-0.021237083,0.7101973,0.7054754,-0.02526364,0.6763832,0.707393,-0.012205006,0.66926134,0.6442437,-0.018592734,0.66712844,0.6077476,-0.024119975,0.6672914,0.57620955,-0.02942394,0.69804424,0.6987117,-0.013649453,0.6986389,0.62995744,-0.019933475,0.7022985,0.58898056,-0.027567096,0.7065539,0.55346614,-0.034125976,0.71755296,0.70772004,-0.016393187,0.73206586,0.6488454,-0.02674085,0.7432677,0.61320806,-0.037325438,0.7528259,0.5825118,-0.04490243,0.73469305,0.72987497,-0.019806799,0.7515719,0.69092494,-0.032218203,0.76406485,0.6665604,-0.039948773,0.7746436,0.6430395,-0.045209758
four,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7283491,0.84708476,2.6124545e-07,0.7021559,0.82298857,-0.012353928,0.68497866,0.77918655,-0.017637368,0.6966398,0.7314769,-0.021744316,0.7169301,0.7065204,-0.025891777,0.6832737,0.7095396,-0.01264256,0.6738581,0.6477507,-0.019452067,0.66923124,0.61219364,-0.025123017,0.66691524,0.5809658,-0.030437589,0.7052796,0.7001502,-0.013841429,0.70364743,0.63313055,-0.020399898,0.7046146,0.5924193,-0.028451195,0.7059745,0.55664355,-0.035262126,0.7251239,0.7078503,-0.016374165,0.737048,0.65058494,-0.0272466,0.7473714,0.61490035,-0.038441304,0.75600284,0.58335537,-0.046276357,0.742352,0.7287412,-0.019608596,0.7590605,0.6902058,-0.032318167,0.7715483,0.6660304,-0.04034498,0.78215986,0.6425733,-0.04573169
four,0.7599302,0.84678316,-6.92008e-08,0.7801774,0.8915756,-0.0063440264,0.77989876,0.94206655,-0.012155305,0.7686325,0.9873713,-0.016064864,0.75660527,1.0178442,-0.01957151,0.76366806,0.92108154,-0.023414737,0.7555667,0.9870353,-0.031202963,0.75706524,1.0124983,-0.03252593,0.7587028,1.0254908,-0.03204443,0.7433444,0.9088863,-0.022966158,0.73874295,0.9822857,-0.029677702,0.7443001,1.0031255,-0.028819853,0.7469412,1.0087425,-0.027652914,0.72606975,0.8992139,-0.021924142,0.72317314,0.97052455,-0.028202435,0.732172,0.98633164,-0.024549153,0.7365747,0.9860119,-0.020872958,0.71241325,0.8955312,-0.020798668,0.7117707,0.95053333,-0.02473589,0.7194171,0.9658291,-0.02168448,0.7233097,0.965698,-0.018561479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
four,0.5053021,0.9003128,1.6347107e-07,0.5314995,0.8704605,-0.011896846,0.54178584,0.8114898,-0.012162397,0.5256157,0.76571846,-0.01066854,0.50620264,0.7556069,-0.008269549,0.54656684,0.7759003,-0.0003566402,0.5582813,0.728139,-0.0033873862,0.5645644,0.6969959,-0.007985871,0.5690124,0.6695285,-0.0122244395,0.5262296,0.76506203,0.0014739288,0.5264553,0.7082485,-1.9365183e-05,0.5261643,0.6731696,-0.004008044,0.52513295,0.64651287,-0.0073727304,0.5086846,0.76858795,0.001267466,0.5027046,0.71976095,-0.0030747887,0.5004409,0.68588895,-0.008318072,0.49709705,0.6593311,-0.011981174,0.4932049,0.7803602,-0.00020931082,0.49022505,0.7427767,-0.0051259035,0.4886762,0.7196087,-0.0076319296,0.4863478,0.7003074,-0.009556229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
four,0.49663913,0.8234166,2.1343627e-07,0.52002466,0.76038826,-0.002955168,0.52293473,0.69425917,0.0011794828,0.5100098,0.64948577,0.0036868122,0.4881239,0.64143664,0.007950902,0.52137685,0.6783558,0.027763793,0.52387685,0.63407123,0.032962814,0.52618176,0.6187185,0.032302305,0.5263431,0.6068032,0.031760722,0.50343704,0.6751567,0.02832078,0.50648654,0.640273,0.031469475,0.5100693,0.63999987,0.027802609,0.51215893,0.641214,0.027397892,0.4876481,0.67781276,0.026463885,0.48600015,0.6428175,0.028973466,0.49309978,0.6428454,0.027874874,0.4970608,0.64815366,0.029095322,0.4725991,0.68584293,0.023469465,0.4672697,0.64658004,0.027939152,0.46265194,0.6221957,0.02965606,0.4579918,0.60570925,0.031685438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
four,0.49668705,0.7709318,2.4343356e-07,0.51895326,0.70977074,-0.006191603,0.5187202,0.6430615,-0.0036087167,0.49854198,0.60196763,-0.0017269192,0.47427073,0.6053798,0.0015335886,0.520336,0.61487293,0.020604381,0.51865065,0.5676099,0.026864227,0.5174085,0.54163057,0.026488489,0.5154717,0.5173419,0.024284875,0.50052786,0.61327976,0.021107437,0.4950991,0.5706903,0.028151121,0.49498007,0.5526808,0.02625992,0.49570146,0.53713226,0.024032433,0.48293722,0.6201428,0.019147264,0.47504073,0.57984936,0.02278217,0.47482148,0.5518217,0.019338867,0.4733484,0.52940714,0.01630143,0.46688616,0.63448113,0.015838845,0.45726624,0.5942232,0.018109562,0.45079175,0.5664353,0.017788783,0.44528398,0.5432637,0.017017836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
four,0.490835,0.7698183,1.1001769e-07,0.511266,0.7309157,-0.010325856,0.5154123,0.671149,-0.0101642925,0.49525777,0.6341478,-0.009600646,0.47234806,0.64182526,-0.008315621,0.51215553,0.6241316,0.0085729305,0.5076593,0.5744013,0.0098772105,0.50276995,0.54594254,0.007816432,0.49834782,0.5233707,0.004811701,0.4930935,0.6253402,0.009285002,0.484767,0.57551324,0.011426854,0.47905076,0.54860383,0.008646907,0.47465497,0.52600604,0.005693122,0.47756997,0.6372024,0.007420794,0.4691152,0.5891712,0.0062743397,0.4649924,0.5582591,0.0014339408,0.4605908,0.53406084,-0.0024645636,0.4636261,0.6555732,0.0040301043,0.4555266,0.61706865,0.0016154704,0.4501799,0.59173715,-0.001035957,0.44587687,0.57029384,-0.0035510513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
four,0.48293123,0.8046144,7.503171e-08,0.5038133,0.77367574,-0.009860136,0.50682294,0.7146968,-0.008940427,0.4856026,0.6839221,-0.0075781466,0.46325552,0.697847,-0.0055941986,0.50317407,0.67818415,0.00471581,0.5047287,0.6325973,0.0061496594,0.50421536,0.6066819,0.006540969,0.5032895,0.5858728,0.0055405004,0.4864157,0.679558,0.005240376,0.4809033,0.63193667,0.006997208,0.4782445,0.60565937,0.006857115,0.47543475,0.586789,0.006133922,0.47239843,0.69103885,0.0033156981,0.4596166,0.6501564,0.00021957268,0.45396286,0.62453806,-0.004140948,0.44809434,0.6059918,-0.006949768,0.45945048,0.70674825,6.4437365e-05,0.44734034,0.67297286,-0.004895993,0.43990958,0.6505727,-0.009248357,0.43310994,0.62931174,-0.01263633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
four,0.50222296,0.83984184,4.377702e-09,0.5232949,0.8104074,-0.0074490565,0.5268303,0.7518962,-0.005589148,0.5133439,0.71451443,-0.003166735,0.49341875,0.71997774,-0.00017117773,0.520513,0.7126702,0.005995521,0.51948917,0.67159003,0.008959025,0.51704574,0.65041137,0.009253939,0.51380837,0.6326146,0.007496072,0.5043226,0.7146846,0.005735213,0.49363205,0.6712982,0.0066194576,0.48822203,0.6543082,0.0035613345,0.48198262,0.64552385,0.0007423447,0.49149024,0.7266272,0.0037076024,0.47780752,0.68877083,0.000102157464,0.46972954,0.66464025,-0.0070868274,0.46052656,0.6472607,-0.012200289,0.48150957,0.74125844,0.0009374528,0.47303915,0.7036957,-0.0032501568,0.46686152,0.6801782,-0.007998202,0.46028355,0.6591034,-0.012396838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
four,0.50152326,0.8091036,2.0716838e-07,0.5267706,0.7683116,-0.007431645,0.5291247,0.7046511,-0.005193609,0.5119261,0.6620373,-0.003210916,0.48945004,0.6706083,-0.00025749477,0.5218914,0.6704832,0.012033807,0.518013,0.62743247,0.015982289,0.51401746,0.59929556,0.01631674,0.50926656,0.57626265,0.014905451,0.5036173,0.66844237,0.011548166,0.49236,0.6227164,0.016196536,0.485911,0.59503746,0.015755769,0.47857413,0.5713564,0.014763311,0.48947343,0.6762315,0.008752983,0.475073,0.6364367,0.008270107,0.46897167,0.6085369,0.0046882024,0.46029013,0.58796185,0.0023789168,0.47696927,0.690598,0.004601059,0.4667045,0.6509161,0.0023487452,0.4615438,0.62465984,-4.8334816e-05,0.45537347,0.60436356,-0.0018253733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
four,0.5004806,0.77099997,2.9220476e-07,0.5281876,0.71457076,-0.0063052215,0.53033847,0.64853704,-0.003497905,0.51366836,0.60533905,-0.0016075753,0.48953953,0.6076957,0.0012026303,0.5244516,0.617782,0.015908865,0.5214669,0.56857276,0.01989142,0.51994866,0.53536814,0.01927113,0.5181923,0.5067469,0.01718527,0.5044872,0.6134273,0.014655536,0.49633777,0.56329,0.019588195,0.49320212,0.52962023,0.01702306,0.49129537,0.50123334,0.01439284,0.48842338,0.6201299,0.010964317,0.4739395,0.5780689,0.010189005,0.46774286,0.5398704,0.0028756098,0.4610959,0.5100097,-0.0023503348,0.47381657,0.635805,0.0060958895,0.4603457,0.5932356,0.0029111954,0.4525625,0.5626008,-0.0015243234,0.445511,0.53752077,-0.004924516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
four,0.5011906,0.73130083,3.0039232e-07,0.52897716,0.67838687,-0.011884203,0.53603363,0.60847807,-0.012319507,0.5169175,0.5584775,-0.012520947,0.49174097,0.5596496,-0.011495426,0.53651476,0.563431,0.009563197,0.5404089,0.5104755,0.011099518,0.542531,0.47319978,0.009588782,0.54403484,0.44389784,0.0072230045,0.5131713,0.5572406,0.009949441,0.5079676,0.50201905,0.014364731,0.50509465,0.4668533,0.013587447,0.5034332,0.43416137,0.01235443,0.49379566,0.5644206,0.007274039,0.4827728,0.51596504,0.00636764,0.47798082,0.4742175,0.0012335567,0.4718761,0.43943915,-0.0025644049,0.47579437,0.58350444,0.0027253726,0.46283078,0.5363803,-0.0014329461,0.45397902,0.50171596,-0.0049755606,0.44497174,0.47312117,-0.007355374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
four,0.49066412,0.6974517,4.933898e-07,0.5202266,0.6527926,-0.017000409,0.528246,0.5819758,-0.020930363,0.5034607,0.5352327,-0.022682974,0.4742669,0.5309308,-0.02352576,0.5283808,0.52417535,-0.00984274,0.5447934,0.45911506,-0.015816033,0.5548135,0.4163105,-0.02093618,0.56157297,0.37919104,-0.025813587,0.501725,0.51573455,-0.009943813,0.50074846,0.4399212,-0.014479058,0.5014589,0.38756028,-0.021771537,0.5014779,0.34365603,-0.027372569,0.47874388,0.5297034,-0.012357198,0.4605858,0.45963904,-0.023842636,0.45018426,0.4114814,-0.038043156,0.44098455,0.3698674,-0.047113188,0.45986444,0.5609675,-0.015803961,0.4390976,0.51746553,-0.030383116,0.42407155,0.48740694,-0.040595118,0.4098119,0.46027613,-0.047057234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
four,0.47259226,0.7112207,4.681739e-07,0.50074536,0.6701787,-0.020716099,0.5069927,0.6010626,-0.028552186,0.48200166,0.5573683,-0.03417234,0.45307067,0.5481281,-0.03915797,0.5099013,0.52862746,-0.01670432,0.528325,0.45923743,-0.02483273,0.53838384,0.41547862,-0.030542506,0.54493064,0.3778917,-0.03595386,0.48157674,0.52337146,-0.015774714,0.48106134,0.44443956,-0.024138508,0.4826383,0.39167744,-0.03181135,0.48276976,0.3472002,-0.037243303,0.45714548,0.5432631,-0.017423917,0.43428257,0.47463986,-0.03148461,0.41871518,0.4284187,-0.0452349,0.40587902,0.38928708,-0.05374314,0.43809882,0.57894856,-0.020462828,0.4131376,0.5399217,-0.0365043,0.39610007,0.513818,-0.0472009,0.38110095,0.4872341,-0.05401544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
four,0.48884538,0.7208953,2.5891708e-07,0.5145844,0.6763867,-0.016246611,0.5210977,0.6068153,-0.019828368,0.49679202,0.5627754,-0.022347704,0.46886778,0.5549659,-0.024463875,0.5242971,0.55540806,-0.0032193272,0.54172635,0.49856874,-0.00730272,0.5519866,0.46383366,-0.012254797,0.56024706,0.4329132,-0.017454708,0.4992312,0.54790515,-0.0017373124,0.50002724,0.48085025,-0.00442566,0.5020723,0.4395937,-0.011011184,0.5040503,0.4034385,-0.017235946,0.4766728,0.560189,-0.0031324464,0.46024314,0.49933967,-0.010395333,0.45132667,0.45670703,-0.02349738,0.44414943,0.42085853,-0.033505518,0.45867544,0.5851877,-0.0059467047,0.43891108,0.5452869,-0.015230078,0.42479074,0.52038604,-0.02450712,0.41160363,0.49777249,-0.032157492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
four,0.51755655,0.77405506,2.547668e-08,0.54178274,0.7442803,-0.008727992,0.5567648,0.6768918,-0.009121129,0.54623073,0.62940514,-0.009554529,0.5240626,0.6263535,-0.009845495,0.5472412,0.61788595,-0.0012172507,0.5598435,0.565999,-0.0054630293,0.5671355,0.5359668,-0.009902262,0.57339585,0.5103095,-0.0150517505,0.52973974,0.6091952,-0.0042788675,0.52684337,0.54322106,-0.008813003,0.5247376,0.50721896,-0.014743097,0.5232126,0.47876278,-0.020134462,0.5158209,0.62021077,-0.009307663,0.50678855,0.55740094,-0.018116444,0.499113,0.51957166,-0.027865171,0.4918993,0.48826587,-0.03535935,0.5053115,0.6444135,-0.0152353775,0.5019408,0.6031498,-0.025235793,0.4958148,0.5769714,-0.032837044,0.48767546,0.5520725,-0.039389003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
four,0.5279077,0.7849725,1.7595038e-08,0.5522403,0.7564367,-0.007950464,0.56520265,0.6960759,-0.0073615047,0.55096376,0.65104455,-0.00724389,0.52846694,0.645987,-0.006899652,0.56203896,0.6491815,0.0067135543,0.56695104,0.60626304,0.0052484004,0.5689843,0.58327365,0.0015242797,0.5702902,0.5622958,-0.0027983054,0.5452361,0.639652,0.0051092026,0.5454669,0.58489144,0.0038185422,0.54605836,0.5537892,-0.00090059347,0.54603326,0.52811205,-0.0056117815,0.5304042,0.6443477,0.001092407,0.52415675,0.5918663,-0.0039605624,0.520586,0.55942947,-0.011373597,0.51628226,0.53400373,-0.017149745,0.51732165,0.6577985,-0.004024074,0.5121471,0.6159125,-0.0095508825,0.50804013,0.5879206,-0.014784616,0.503232,0.5621439,-0.019712413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
